Date,HRS,IPG,TGT,RHT,AMG,LOW,ESS,EQT,APD,NEE,IBM,STX,COH,SPG,JEC,ROK,PCAR,CVX,GPC,MCD,PRU,HON,HAR,DIS,VTR,K,CSCO,PDCO,NFLX,UNH,MRK,EQIX,WM,NTAP,CF,ORCL,GIS,IRM,PEP,AMAT,REGN,STJ,BMY,CERN,DHI,WU,SE,FITB,PGR,C,FOXA,DUK,NI,SLG,STI,VIAB,TMK,NBL,JWN,CMI,CB,FTI,MCO,USB,PX,DTE,HUM,WMT,HCP,RHI,AAP,GD,DVA,XEL,ADBE,HRB,AET,BK,HRL,PNC,SWKS,OMC,EIX,SIG,AVY,PG,AME,BDX,TXT,GE,ABT,DD,MU,SCG,PPL,ETN,HP,AAPL,IP,BSX,USDOLLAR
2008-02-07,43771623,33734185,875775118,29331612,89359893,383406624,31078521,43911056,139124834,98098596,944428555,102240654,164622759,192036894,121414249,81415071,142435033,724930620,50341817,459129107,910734250,212077654,68899827,475557659,33930652,132679035,4929072070,65516627,64313805,309119195,658816893,74268174,101972804,199880610,322563712,1039529096,86619535,20637367,827774852,337193536,8660736,93706196,273326228,52450920,228831351,92631354,50401949,135549636,56863596,2696082523,155135587,176616433,11468137,74151612,171076224,82702217,40471019,90311328,265081286,107438690,117159350,76672984,402072135,320528077,167074094,46759579,213279124,1480372649,26380860,28271441,62213764,151653267,35147320,61097779,443439541,27490560,462119379,345985389,8819680,194895886,30560454,92364176,82598969,920438,30536259,805282169,38185403,203047931,127103170,1271610701,341903985,212409355,225657008,25974551,60499411,94775902,41764172,8216599950,96702455,252661752,
2008-02-08,43093792,31422907,457017563,30739800,46999884,199599719,45202227,53980696,71013478,62561636,515258197,99881831,124511824,161779810,96971892,41316823,98452777,480737747,38675004,540577098,280766121,174317666,32291983,439482927,21588859,81051701,1904528077,73454545,41666688,262391483,432074919,74187963,103165879,145042278,447531999,669270484,110671683,9994102,324443240,259638691,8614714,175003249,164922820,25553006,156441565,83982791,35909418,106204242,57462530,2007013429,127045439,85531384,7324777,64070572,132234006,100763636,45661210,78529381,135763601,151865979,96973724,94086601,179716373,272406341,151051191,26001978,112300738,899732589,50005095,16909217,50003942,104754466,24006640,60274515,324306128,21356467,212383920,290736364,10811771,118520259,28853652,70411920,76402502,447859,25858824,455656694,25856773,151289154,117519089,999296438,253677529,160880121,174354780,15292844,104505442,83270218,51293418,5534944895,70052418,103417875,
2008-02-11,42729909,45515715,339787036,23976479,46040616,184490281,22126743,54766973,64344356,75453201,525683187,89444584,126077129,116770447,116015105,40037021,71499147,1038308017,30657273,248177010,399369047,316428986,34737098,261702325,23679222,67960916,1377300913,39083946,36858123,295569192,375982991,115814186,72546272,122814473,316121760,784373513,109936330,11042268,378343870,461581742,15443224,149819316,170216129,30322809,93132474,50035556,38438002,78729901,85406653,1733472190,93463008,116662246,7887791,66245673,113476710,75598869,37284378,73774595,120263389,119446651,107450027,89780924,119409910,223305799,87489633,22227554,93213982,875062190,25813936,25973222,34465592,106689117,29219300,30369033,335334096,16862619,219313393,166503045,8360196,118846584,26887214,78155705,53101094,456231,38666882,515497030,19582468,117420791,61949880,788146669,197259639,200268094,101835983,15714664,116982876,94065154,46057641,5059285737,99066800,53843267,
2008-02-12,34394711,33999977,351073354,30252340,79225552,213804022,27891623,39382326,106555873,80106839,668177804,101488795,124140330,116787845,119598430,65250339,142636134,732554211,25319420,402336435,383311475,250702479,39571239,413759665,22100082,98578586,1127618455,35950039,28543589,320738248,673770707,76623600,77835073,166898029,407739309,647489665,88217531,11505849,367105485,518057947,13762143,162936525,168332127,29811756,84407834,83805314,38423241,128168834,66064134,2100065827,128875474,100693670,8939577,44312108,152032291,114726790,37163045,81744536,153491334,143940214,111628429,65637138,285087112,297293134,162942224,20257985,146675512,961165088,29217477,16233570,35462698,190117975,50749200,25974034,340183224,20003942,219328320,262006369,17129966,154613148,42069215,209694451,66977835,555561,65810206,563880801,32475875,114309660,95010661,930549404,400013986,339623284,165419280,11096255,40223683,93420796,54446864,4979600817,115818398,125625680,
2008-02-13,24882777,69554533,319468072,24972759,66987456,188986716,34085547,43106803,74828993,81109279,587408072,104210591,108491399,168661763,116734845,111546429,106316013,735859671,30732808,329097209,283522037,162046835,43343649,427335225,25667993,143519875,1327427573,28666937,27697802,1258802190,645161843,116848844,110710851,257020908,295932576,604138246,84466914,13464262,363659665,1075540762,10890180,146394572,189461837,50321739,95549150,100501806,40267390,80527644,51391441,2575003920,171164920,90640640,7391038,92477964,122292834,113113674,26503372,71567384,129974900,104819955,107159726,77972134,180003804,229202001,116493543,25106633,538218987,666752949,25986997,28376881,47584971,156720938,91721994,36733031,344519000,31357582,538599961,250151079,14618471,133706108,37147368,145891561,72517219,445046,46966701,559716486,15634384,99949333,80797655,1081930731,192013984,211289886,142791058,17088714,36613949,93390113,45475762,4076964791,94828008,89596735,
2008-02-14,26147603,63859789,283321978,24561660,31030688,202763268,27923231,50984406,88109952,69551435,638729615,115672472,176371133,161289921,110017033,109225774,112017384,683717871,21292273,234135452,283507328,232353673,45821269,349924859,28873695,75988876,1120869757,28802814,23973350,339954638,412988918,336136752,95546181,316561521,216380433,637000002,107543012,12250803,434685620,532317132,8134232,96208102,131480383,41484448,69527747,74923149,35557829,73168287,67735931,1591204241,100523729,79383086,10155752,52003039,135455165,76499736,21414158,66984003,163977854,126714043,106578437,56919969,122210803,246234084,83018709,20490193,152726374,736750443,17800965,40740435,146359268,131161649,265241150,19300462,231316336,19391492,235613639,249556546,19146913,124555837,19167906,124372663,50471127,812903,45469844,551609100,23294691,126085100,79254660,1036636111,238808786,181966171,136296681,20359549,36032098,91531231,41048308,3955982384,95842486,93998460,
2008-02-15,34869163,58582428,348133868,27410124,48143186,241472329,29998080,38536280,78501670,87016028,542733323,105773524,109291679,118900939,110295353,74792505,106979281,1664100205,23834687,289479160,223758086,975777225,39434159,446430796,34539990,93294281,1054089697,28874535,25591860,375356029,520158742,80714730,73978234,122994188,229318773,437735510,118622895,15397671,328871807,347143857,10013220,93049340,135392990,21167795,78345839,89343489,40741486,99829243,68518956,2097039272,107448021,80449030,8503867,73701791,387623854,154721408,27459707,67575409,121662048,116720785,80708819,167001318,92131335,247495899,112415970,34242866,137280061,1045433540,18525678,31635845,48084386,117621675,126190052,27156407,196412484,24632833,339152913,238447057,39200341,137897785,19232447,77340203,57670385,498921,46767214,589120404,14990228,149608524,83498077,986306772,285003301,279435084,77784735,31854715,51692592,113236449,29961177,3654096164,90956286,133058751,
2008-02-19,34589669,27806063,334077262,41854918,27206940,244601810,34351089,46591927,93453822,67088824,635010764,93840331,128939500,91519348,95872131,68470662,99771892,750952405,51910134,328238498,314675374,257603391,38208033,308207398,37937999,130226386,1399404179,36645547,37656024,237390280,438278911,49638490,65259666,125805572,453652459,595987652,109302916,15943107,269146496,451942190,5620846,61916268,132567343,18179222,155639978,115834122,43329973,112958543,42067581,1668389481,96219192,69510394,18287037,40259035,175008124,96543947,35064032,78793745,141637326,85361871,105701184,170582010,59332090,236356327,113044133,38880275,114481423,895400926,22629960,28908443,31977799,95875914,54545106,23614716,223817190,22073556,242936957,249641839,41101265,157709570,26488651,67005271,48209189,566742,29267311,521487112,19813807,114355202,100190284,822816261,226618633,206452012,153915600,19729991,41053117,98355025,46669708,3994605299,69354146,70549575,
2008-02-20,25043389,23848364,406737943,44606975,58583096,222676952,23782295,67950097,136721241,90535480,678296320,103242612,228362840,88759469,146222440,77657399,124864906,841665355,43185456,337874016,245189789,273367960,25193956,300110102,33224238,68864106,990249684,45647570,50292075,219973159,442339912,93515550,56782544,126674342,292039432,651520889,82886696,12769841,319786809,513043933,11528172,79382559,178800778,30935057,167953325,76938053,69262375,130156429,63839310,1780455453,109075562,92045289,12841341,101222081,160296525,94097634,31860532,93445087,114369864,65429624,129418351,123829679,70111005,284983915,183487284,25547488,78055743,881866994,25174192,38860035,34675648,100868444,47379674,28212793,225672929,20966098,180519097,274047373,22018915,155877654,40592353,99196743,76098154,1116857,32277527,542363959,35027112,135720849,103116867,895795317,257833897,189064287,122007039,23565087,42809992,123801215,83178510,3896747756,78068735,76601967,
2008-02-21,37716121,22441394,599987122,40555944,35936448,208947908,24202378,60687510,76630591,89018834,730108849,106388012,177429042,164324291,209085144,53362369,125312962,762196538,40225737,239026064,212716596,169584053,26377033,300111443,25713368,72418536,1271017361,83364526,28315920,210811601,393499056,76404728,65524759,121055667,325329413,960321070,70941327,9496845,302288510,354859424,10498964,99767726,185634629,22481803,190454021,52833195,79559002,70463159,58552765,1849033795,87020027,88856634,7951591,52455567,192021586,74756563,33772335,85511766,116436170,99446649,107342920,134784883,115567666,183369508,163643114,46811144,65388935,912926591,22308507,22945839,38303070,127791045,43752904,37193541,210662460,23591768,124621910,181283058,23082078,88150762,42621679,106729402,78777244,1579609,46605115,594889442,34878695,94392932,112803394,1331552788,465708509,210488801,176690484,20747392,36246525,156913473,61666278,3709052948,106976301,110149688,
2008-02-22,28423827,37083162,677520538,26608511,174445440,277458783,24835417,50669334,64180086,66842449,701494219,75025455,151909674,125373396,143818180,38252492,92530878,765764170,42129175,249333127,221715297,242805651,35790485,259023475,26218164,104518457,1076250902,53399029,22796000,254992541,401277284,76293286,58165751,105084775,254852648,1065240222,82790742,15527316,261882834,375421852,9639042,80727258,300766381,46518844,118519870,76569895,60889715,95183105,73222566,2052669919,62831034,81976916,9582447,49232030,206194373,67888842,34515701,73958450,106973496,100142479,91826463,110697152,73405316,261839806,83516084,40239474,146903094,798392075,25430611,25287003,34923813,126984374,39267498,49859574,209638187,28701757,245122416,245298073,12909943,131517235,25780081,105682190,68575459,2306297,28154320,557521078,29628064,84374594,85976743,974880432,264241635,162719167,93745574,17065811,43066551,134847692,35007869,5945208956,94846951,79593998,
2008-02-25,42827300,49634124,541474872,27616972,68523329,567577642,28503633,85144945,97402525,65983891,736273977,83357173,148288007,171387493,170891046,53915251,101488498,759603017,47130477,220364243,253004691,244166167,45348026,402717472,41848446,144543731,1152088487,41825820,27207600,283472942,352870302,59101112,103973415,219291571,379463028,977163091,80001451,11155833,257650007,335699004,12134729,86971078,203662542,37978472,112536918,84867733,38140768,81611078,61601760,2797123993,66791396,97426788,8758050,53973395,146270757,129027212,44692860,94550243,246651687,121266303,98110059,102741164,124429457,262515159,137766516,41704190,119192200,1052054242,27278058,27647047,35169109,173134032,30859452,40480581,288055254,22301497,203347904,273033665,34612823,154890116,33324243,99670265,59320173,768022,39320503,598777225,20083766,119497683,111563354,972089868,172009510,212995398,97854603,16276039,54247538,116902230,115674174,4895357274,85372196,153898650,
2008-02-26,38466627,38682547,677909477,25076504,124470144,308613194,32547056,60872704,91406276,98449288,1749086090,139518156,214482608,168396834,233021283,60463424,118816793,823628652,60483395,396130569,221801858,249233338,32739687,306928190,33481471,93358692,1244616104,32593363,68738699,319426933,316687126,58178793,81886466,127065619,261919882,850884209,71614142,12046029,256275541,423460162,9324402,96362267,193743409,68962590,168155262,156296008,50636662,92098769,59360370,2529619411,82201016,128726323,9056214,100054073,135387553,89558585,34940360,97691867,222743248,113033275,120065795,127742013,275716253,234477297,128123032,32280621,119825446,1305499858,33648269,48432962,27406860,131681650,32296409,39412437,234643604,23746722,158306977,187351526,21385457,99174310,49094697,97259625,76717144,1984268,27428886,576038324,23302170,110077972,128682819,1149825678,180255569,302017863,115769892,21171013,49973901,97564001,56227743,5832920260,99004179,153870080,
2008-02-27,22392550,40802633,487033340,20175834,68060335,336034300,23641421,53338303,70178720,104057267,1131936358,129045717,205747205,105024747,186989472,43763317,96626613,633221893,42588526,573884538,320169921,241381869,31296249,308260603,29561177,86998354,1868135954,39190295,191259168,331658059,505380222,53713801,102440750,138937087,401437310,664336756,68961972,13308234,247454875,447386727,10134180,99260783,134707452,119229075,209078085,81569843,36186185,80909683,65094509,2126021800,94752609,81415188,7613526,88834001,137421006,113517147,28275352,110882815,169572079,72976645,96688116,171229930,113803303,224241273,103607800,39563344,204492563,1228913994,18657265,49289778,35700761,109158336,81396081,32829914,226419192,20794348,155275939,155110798,25012023,121779993,41273503,108786389,88763585,554024,43665031,597953190,28969561,126704247,100248734,811464706,223588288,183563660,177611634,27026048,45354132,117323748,43822280,5900438916,84410649,66881100,
2008-02-28,26494051,24985054,344623651,27536288,74770810,240558740,18114462,54701394,126339335,108710085,682842670,183382216,105146767,91164424,204897600,65923240,109937311,590273117,47958146,287766965,168673873,209924290,26526245,329518762,27756725,83844173,1453778357,27648897,158523194,247054402,328191967,99281911,84716042,200145070,179614444,750480300,71753621,78515366,262506265,410948766,22675963,65620571,219155823,64614910,179139912,62176764,26998263,93549433,56126808,1465651640,134874342,147158528,6036395,65824622,119764909,142385580,36709426,115741618,155558049,103522099,134635837,127010328,84592148,339044880,96306361,50346442,120186007,763495526,22694029,35032007,26739700,79198138,47085876,43950024,188379870,22362918,99105062,207633286,24545808,190328670,25943198,69274616,121146619,305357,34025921,564406633,17820697,165978566,125137779,806544306,211860541,167585426,96599256,20941890,58100289,139846473,57028265,6838757323,55721991,79935024,
2008-02-29,95891814,84070575,356949552,29273293,84152090,238756901,16017642,48465489,86068644,170267177,791158211,135071070,108332043,123009792,172495036,70315221,149641129,829866795,50655586,305192484,256931961,189352475,43421984,426325762,44576791,83507919,1498720599,40628048,75678311,457398972,531815078,66233552,76790498,192068452,322958002,753185737,99519769,27478822,315184351,407581653,21551277,75261931,259708347,35264020,177373771,80891579,52220051,147862802,76108423,2233386600,154093438,159450737,10912846,58169858,190185782,173492318,39942937,120791113,169070866,107214616,169628389,119299834,118048924,340140258,113446388,40028194,101183858,820755688,32713273,36441428,29895634,125587795,35430857,40702835,414144010,36695938,168405196,441853892,17744590,246829990,26338108,99011832,109768512,443847,50698754,732382538,21348032,90482353,91110625,1255184988,225953966,270931820,116911936,25262262,83365995,110055359,48200489,5105959710,79933517,96015117,
2008-03-03,70021109,55649883,306773984,38938329,55781250,277549868,19999843,56262647,99943985,138908982,593365253,75454196,168356120,190370841,148770870,63575411,118877094,634119950,41826695,301224700,280303124,180141658,29413074,242269700,42612776,66466465,1088642333,57679837,57437016,348030673,360194411,49257809,72347786,189133306,383518662,725111826,98472721,20449445,271065870,414158099,15966000,71676871,220951243,70608000,141189996,102514487,46124529,105501474,66418647,2221506165,98602100,89725671,11613934,70554970,170912034,124892565,37657471,177857343,164298825,86065848,119965872,82162549,92238587,255639026,171691242,27574233,92674596,806637315,31739307,24768125,28235508,163812645,80843113,58997300,412498152,21106861,180968646,260458909,22180013,148230060,32206181,105473183,77135550,864208,46245857,580205961,27909578,94722558,87887460,837117751,235557421,160609760,133224336,33140757,56840884,128019631,63139659,6308309442,84077028,89799820,
2008-03-04,48403640,39681577,360016027,24076059,79374918,332404342,21394769,95665409,123036445,106271017,815226327,145347644,221464214,186714733,232242640,99853123,144192962,876248425,38130571,319780005,252137529,214048188,45689471,457526887,36735641,105159058,1993366805,45874272,40235280,344837396,434866000,98985687,81231448,192932621,289351804,1206039744,107594213,24925101,321225713,1023463410,29649580,132610194,285588941,44720660,138606769,156977191,64593687,112378261,95126769,3906857431,121769235,120672903,14949418,97537460,277952529,127245181,42524237,145691611,132017748,137402576,124697845,107099186,89734375,312300231,179121320,37801798,120114506,1020097098,30258870,19878523,37151283,171978572,63397530,45713155,270472916,64311494,251270690,303687007,25931666,220494848,40354100,128291833,82304171,1034631,121615222,823813436,37671253,135704032,97906346,1093300717,250586070,296438555,119882198,29260400,67177935,144541093,67100404,7237808723,139608114,85328100,
2008-03-05,36989408,33627464,547503994,29178450,56289518,244543404,16628688,94032807,100993805,130932974,797920086,130886706,214762004,130610172,208894694,64612300,162424930,1062232351,49921580,289004022,237045025,179352991,29291292,276748966,23321859,93420714,1560732492,30632208,55651770,258103529,526317592,117971054,105620035,176845182,245761756,1000357449,105353373,44723745,363430320,554500586,14016239,94422792,309060621,32129925,164856248,138879603,49130767,136826411,55924790,2343688748,85083506,95592694,11886435,73263007,195656048,113503461,57192890,124609837,171571765,107611409,127764987,99927600,84772627,303905778,180890116,30962912,82013459,932663164,15224449,21818251,35892875,160006425,72043005,57686897,352363254,61752513,148643496,351126422,20870533,154689887,42064939,63324398,112928883,1953026,71290243,589640529,20648867,137122913,163580632,1064431321,214955644,279360619,132175376,28239527,66870454,109761615,45783302,4948058762,133278608,161476308,
2008-03-06,86246865,54235344,449845848,18860292,64027650,275642427,23276780,62569317,103101889,100082427,739715587,128612671,143419697,147079450,160251434,61680881,117993809,925796373,32765136,261668541,216552476,169144890,73456211,296936997,31983376,58015315,1458757537,34624095,39588598,283731147,460997757,90842898,103936324,176756981,215712068,1215553341,68343713,33154286,332717539,511456994,14235242,108767383,237696193,38009275,99485036,149197863,52293816,80992446,54393285,1734264347,108263627,92015858,10146983,80035324,174714623,104536255,31571678,111466134,266181128,64424433,124247692,106333902,147226870,270794801,194554315,31404370,79749823,1125743362,21438262,19078275,23280279,154861778,58741870,37680044,240648158,71055147,114163368,236932171,15726699,143359813,34491061,62415471,75037108,260393,42115594,500632359,21907117,119634206,194625764,1249167336,246314332,203180488,87529010,25652446,87622831,127590361,42963341,5797364360,90188438,227173612,
2008-03-07,48704340,45717807,455988869,27802064,74018277,252736280,29110510,76240892,142088962,108260764,758999638,125441993,125376388,168402802,176343594,60536709,150160433,1000513877,37285563,318198272,211057197,196266101,42344773,353946242,53135525,86028375,1438640996,52982113,47340143,306663404,453165462,108409422,113075383,164190618,320241396,808241599,84339443,21705689,387585293,451178250,16505930,131448946,257580124,33247200,97449428,109312249,42169575,120602326,50508681,1984074735,128284919,98924305,9725099,79233391,171490840,111210282,43442348,129022397,271416117,183143237,116914618,87092516,107903508,395979775,223216051,32828715,101042208,994454790,22342060,45320286,21962196,141222298,52488009,45990145,237204869,48670481,189296037,237070982,13614525,225461721,35514819,78902322,83344211,692613,53572527,684094289,18439793,137373891,116909868,1332781311,279809900,281871855,99286656,25899183,74220998,103023547,37321207,4893337490,115665073,185824275,
2008-03-10,28260689,31329930,382707402,29173808,67635975,266477563,20502515,119235785,136344675,81305333,911117960,86687251,149092404,110434239,209101625,89006208,110987767,740793262,43591897,715764614,191133540,146968674,32617727,346975654,56293883,109015832,980608344,42035257,67914450,253544214,359973464,80213261,105499039,200720827,344674506,644976389,108013778,18362228,250846406,440467336,11434406,95554506,180806142,35794477,102727464,86538254,41384431,125816672,52441445,2165946684,168016160,77571235,8361951,92062982,158166565,102439666,38881464,130820702,182027070,134358231,103420118,78237528,109879974,262926453,188343289,43295086,151405012,972689666,31067636,27795462,24201901,125598743,36271287,38123400,261952716,30950405,164709984,269046137,16364444,121998710,33787599,89867978,67885917,300676,73957170,684682527,24646773,158260420,89775563,1279895569,214687057,354821027,106588044,24023565,72621423,91262492,44921018,3891948294,122026595,115527168,
2008-03-11,55444464,28162128,834756626,65655360,94114920,432846842,26990703,86497560,177558659,154645234,1000972441,137934963,312944924,231236783,160812806,85439747,143451842,876313017,39852435,382658087,328292490,197376569,52081113,408729586,74093913,100782222,1419409932,52716260,85015599,1313255747,494510507,94653376,92998866,268194310,323212050,860486613,133467897,18510270,390131010,539455958,23604516,95207742,273094178,37373823,163287526,84166149,77890857,180983616,77596926,2780549612,135693508,115874115,10879344,121254806,194152274,161528126,48755267,135300155,194064633,116701703,114064219,84878590,337547596,498566970,181917601,44590387,1076004240,1166306381,46436034,27040171,47957088,130310776,153177240,60406783,313357720,53784859,902722448,407191944,21453323,185585871,52590722,101676229,72662254,696132,81850929,713976707,25238373,122372541,94881250,1622466803,325808297,357393105,118595680,21399581,71757273,104651562,34123386,4821907681,132120742,123268864,
2008-03-12,43462615,24239123,480796360,41751675,68272918,269435333,36637695,58962036,94666933,84411987,871830030,66666551,255050511,174960893,120572928,67400611,96260553,700887436,38295437,300716332,204586108,136303605,32968275,273433275,59617146,84142296,1215955534,34827623,77291223,1182851578,468888643,112087556,96063805,216032779,255586312,867589378,90196811,16752067,325237520,543285138,15753691,67302818,241006209,26904563,101100535,61874198,51420523,155339895,124183979,2398518852,111045461,96227757,8779562,79948032,160450088,101777161,70863490,61430974,133691906,128597013,151039614,80996331,117048920,373506337,113701263,33035828,2484550921,1086688007,26913472,19950502,31163087,128259575,110696700,42655406,294832288,29549994,648203794,296843455,14531241,195744774,28021318,119919286,61013420,1076299,27006743,488572824,21380365,93207445,70988105,1742594949,205479645,284714277,130424450,24288247,82021755,123718162,43588489,4344258578,101591613,120493875,
2008-03-13,28013437,31035159,737249638,50141728,75680505,405556989,24252500,63053472,92416955,122018129,907447650,89556728,243906011,177331205,193610059,54467794,109102049,703899777,49346629,496823314,254383175,243231377,37709113,298466209,48536084,111454619,1629794444,32416584,49091350,1061036385,599951146,53244851,114837774,214035393,330815447,792706473,101357009,16855870,360396425,609710857,10062980,103723887,177328821,36460206,184119579,113689646,42327105,162934286,102778982,2738590713,135620402,123292108,10166490,95253141,164392686,123166227,66068796,159375129,162533207,105061721,187116683,56434439,129947611,403462708,170296898,29858220,1088251443,1242335927,32748381,23971905,31163326,222959640,98863365,41361777,195667469,43350709,308262374,297455727,28007512,223741706,26744177,149835525,83319858,367514,52151006,825187881,19263394,138694184,105618762,1605374532,340851717,338925593,163121607,27224935,99562734,131469827,52676018,5252776109,111318703,106736714,
2008-03-14,30281074,37390957,483087210,49968435,86232200,283537331,24311315,117646966,124747243,137622364,919668642,129359861,179863364,159028817,158394544,50396023,215822110,997134811,59986331,425492076,236144089,221039771,41436862,317259856,43127900,94522405,1530360825,43892144,37799989,441422991,491053771,90043627,153210769,192138007,309381866,778324797,127245757,33166212,412578874,584107606,12441390,111827562,297849610,38760014,155140201,83662323,55555560,218948886,108898037,3123359006,123813487,148544474,14053723,135185698,248738420,101670579,72204995,99377719,121413601,112427382,196052646,117034996,154684617,454262656,182827712,31109415,399912460,1126016043,42817184,26725257,29151062,165588108,42409129,54778507,229587444,38644802,227596627,567135599,11733562,308699539,39321052,129145576,81534074,1073471,53112494,972828473,25063612,117643993,160829551,1795703937,284019318,417977724,168727814,30047792,84944241,120231513,51261564,4763808885,135230963,143438910,
2008-03-17,37946124,48092290,532869199,51908663,91577070,313010940,35235986,90767417,113042345,184852065,879183026,86626679,173725446,168288802,199507994,69159398,143118020,988963508,45543946,432108636,288985524,382632562,50887927,347082861,36798018,97370950,1368218516,38001416,43833813,650072224,444264528,67612833,125729257,143790841,263088297,723677894,175281281,29424692,503818987,484219968,11001648,92749900,276215728,46705834,132010328,137562932,72664072,208635658,95730247,3184060726,141695354,152146525,12350390,113894251,306716823,99940617,70253897,134532498,156320135,119358195,178554930,109882986,126961767,536446866,173280597,34876351,320173340,908954963,49333745,36119792,50030214,148526726,51647183,46148643,464793524,102962645,204885966,623654839,13981992,273637993,36432511,94873629,86072140,906043,44183716,864987837,38851883,91199680,151165117,2031127612,301383637,335311622,106340891,36056914,64937566,117177647,78566350,4421855590,330424260,186636820,
2008-03-18,36498934,58258444,566858381,110787264,52386705,505485677,62133018,69956043,119491038,131525203,967561059,84207906,156917186,232549252,185834163,69391996,159558331,853018263,46019058,431869678,266958813,294419423,48646284,394706445,73277948,107199365,1541145087,52711246,62062000,628188134,446863481,132575442,147764356,168038461,273497370,703957951,124058775,25549736,426036159,656422924,15045654,86423005,244086465,41405460,174979831,78056628,65890862,173615159,81689446,2973737069,180259794,126880829,9743159,155777352,285663530,85639969,70028910,105528039,133538833,106219145,156006457,151011066,153986298,554232953,180803195,27759070,336131084,1106054747,51869725,31959247,44676036,176193644,42640400,45441543,388416356,110648573,265837850,583898378,10762582,232796533,29194274,129831572,76948191,625289,29287940,760608176,24435968,142777696,111927502,2196780402,257770683,283488711,154524629,27275433,69064056,157469491,71890241,5206928132,276090578,168782040,
2008-03-19,31033193,66321398,543465808,58299802,53873765,297951326,44526322,74069152,111208608,113335656,893028467,128689417,89292910,238077044,157620249,74913088,110738164,893714307,55250143,354547611,233666227,221412075,37756558,330901698,57914018,114171516,1328761102,44217461,65255717,476597781,466548894,57633478,98516582,262568185,365750558,771804493,205634363,21453240,339175374,551092073,11058728,76886590,201621254,70220290,117516696,100743403,52802173,140876945,72302653,2636004339,154574329,123008615,9327253,130738105,240520333,106984028,38119109,116570960,143617440,92500170,157191357,161339669,76188103,577979476,214344438,23507860,253294158,1078741590,40536274,46486324,34343462,144033885,30343680,77764589,872989500,80242030,308120895,381350320,13068160,263662978,79232731,117600444,129935047,1054923,43687743,773676528,26310264,134183667,104298381,1795307453,303725386,335009294,115615460,29671929,69612615,141348818,67568604,4262647871,199147086,115583687,
2008-03-20,32532204,36480147,500998215,51954523,67886792,346160360,58205000,89842281,178531159,142676329,1107716000,100764225,236209413,221958159,191907360,66954912,157006723,1127590882,44938203,537907726,323870666,510220439,30582126,397346426,58562249,147704171,1490963141,86901205,121788144,410303439,502531612,104254354,112332017,236503798,426715171,834552854,191488969,22984210,405003626,438178417,24272279,95948981,187676516,51138726,153382789,93337927,72111663,185304747,89047088,3833985535,180582883,134852618,9266804,92084980,296333591,163608238,54388801,152713529,174681494,117229678,223529880,139644472,194643728,897258324,243285911,23727695,166494691,1949590259,35488015,36770893,45011729,130552176,59878980,63956577,427255790,62680933,186694075,566867527,14907252,279989270,49275604,104904616,79978572,433177,35739467,866412693,21913247,137247884,111026349,3016762824,532202648,368661811,94037892,28850796,95996490,123131792,87569399,3939876458,286893680,204026020,
2008-03-24,34935871,34400214,377105753,85173360,67205083,325316323,37195519,59691280,169291337,157239988,819764444,106018107,253041056,268099816,154851689,70237066,132234170,617874298,25994352,331962624,284802958,183676508,32014052,304645968,75802712,62689860,1196781114,39253760,91913360,237470169,546222596,104351577,76920990,205623759,268694112,655149056,121848044,28087102,252962382,408046532,25012000,54166436,148291798,36240000,241075420,49668888,53720121,106120371,55629246,2823873422,88704395,75601866,6183593,67420322,239908213,70564888,34090417,79875378,172273711,69782233,113651599,52950203,86165905,583180863,125723866,16971015,129817940,981227114,143983655,33270096,32942046,116979768,32603382,32964632,389266300,57114279,234965715,458001725,10565766,274524767,35593573,59632546,49647841,995623,30990973,534192094,17901918,68228951,117166533,1276696122,246742519,249415058,138942360,19294963,73518163,67675742,50227153,4842698451,274403549,117951435,
2008-03-25,40615487,43608815,395572097,52980200,97774684,217108664,30989159,48848169,82734333,108976958,816669920,86234737,181883191,198130992,132660915,65571227,163863292,755898667,30638486,321084491,133981848,242049179,32686284,247451717,88763988,81453228,1007659409,47175349,63642239,309242127,423000798,93827648,86062347,120097312,256414847,833144622,109336931,23985266,264168940,454881459,13574323,52851498,169056079,26196558,243267391,102091315,47544199,93372439,74003592,2027870579,86814549,119673186,5428450,43616932,287083169,62267430,35230792,129519605,99754846,73676388,98998828,97261318,94657245,366939945,117572483,27132344,161207541,886893271,84651716,28440763,28996313,133922166,62215605,44349992,326667600,50434048,177880455,288127866,13365333,223054064,27674423,104735907,51008388,873713,32744083,556203629,19294505,94979973,138103970,1220996548,261353567,229501989,179993151,15572855,57452438,63482765,48354347,4826391280,192642081,171456915,
2008-03-26,30680843,31295044,526510640,38190190,69804160,212399730,24370258,45401466,92973929,91001276,921813622,74785580,119349305,146992458,100767544,74954895,80504070,731568814,26245289,220276558,171839539,186408794,25966065,264255752,81589895,68431833,1661741611,74070188,59216826,476415097,643711910,101866471,100637295,79292100,162188358,1636329275,90181247,15438941,205749658,483784597,8472258,73164732,198737053,25877696,218663857,109442102,31168004,124533633,45353569,2559431716,87355471,75667930,5237026,80427792,298937284,79687845,31253580,149068703,182285158,93900858,179235961,111124998,100564303,342478027,100770397,16740091,119185017,836480165,87345341,20296268,26319146,107717978,64665791,36797550,423920040,53179172,189572003,376405180,8747155,262765325,23435733,70960945,127989059,574489,33534263,443825614,13348569,140462689,112175883,1199562231,243717925,181882627,368331150,14434890,76061762,81028316,40656953,5578070162,182910773,135738330,
