,HRS,IPG,TGT,RHT,AMG,LOW,ESS,EQT,APD,NEE,IBM,STX,COH,SPG,JEC,ROK,PCAR,CVX,GPC,MCD,PRU,HON,HAR,DIS,VTR,K,CSCO,PDCO,NFLX,UNH,MRK,EQIX,WM,NTAP,CF,ORCL,GIS,IRM,PEP,AMAT,REGN,STJ,BMY,CERN,DHI,WU,SE,FITB,PGR,C,FOXA,DUK,NI,SLG,STI,VIAB,TMK,NBL,JWN,CMI,CB,FTI,MCO,USB,PX,DTE,HUM,WMT,HCP,RHI,AAP,GD,DVA,XEL,ADBE,HRB,AET,BK,HRL,PNC,SWKS,OMC,EIX,SIG,AVY,PG,AME,BDX,TXT,GE,ABT,DD,MU,SCG,PPL,ETN,HP,AAPL,IP,BSX,USDOLLAR
2007-01-03,33.846,10.698,47.243,22.170,105.880,27.117,91.962,35.873,55.955,39.527,78.338,18.760,36.447,74.442,40.250,48.795,33.492,50.531,34.277,32.094,66.118,35.196,92.672,30.114,26.928,37.686,23.532,31.428,3.801,47.940,29.884,69.284,27.036,37.012,4.659,16.015,21.123,16.586,47.231,15.117,19.810,32.173,17.829,11.300,22.592,18.872,19.433,31.665,15.040,491.891,15.254,35.246,6.089,107.249,69.677,36.772,26.843,21.541,41.777,24.412,34.385,13.297,61.127,27.964,49.121,32.265,52.939,38.187,21.086,32.154,34.259,58.439,27.715,15.663,39.920,16.586,39.678,32.458,7.854,58.495,7.101,40.852,33.981,38.659,50.891,47.542,13.511,59.198,44.520,26.513,17.872,35.125,14.030,27.338,21.634,27.761,19.527,10.904,24.613,16.910,10003.944
2007-01-04,34.870,10.768,47.582,22.670,104.730,27.236,91.870,35.713,54.725,39.498,79.175,18.997,37.428,74.420,39.530,48.170,33.335,50.040,34.147,31.852,65.850,35.180,92.087,30.352,26.908,37.395,24.152,31.810,3.621,48.250,30.624,70.956,26.700,36.660,4.710,16.170,21.108,16.514,47.555,15.429,20.180,32.083,18.039,11.625,22.540,19.039,19.725,31.673,15.057,490.199,15.107,35.320,6.067,107.595,69.060,36.471,26.859,21.190,42.484,24.439,34.030,12.775,60.683,27.987,48.356,31.983,52.306,38.372,21.423,32.270,34.480,58.811,27.745,15.676,40.820,16.643,38.974,32.392,7.788,58.347,7.179,41.021,33.578,38.627,50.674,47.181,13.426,58.711,44.099,26.359,18.212,34.881,13.790,27.496,21.527,27.786,19.459,11.146,24.265,17.060,10005.909
2007-01-05,34.771,10.733,47.318,22.240,103.890,26.906,90.732,35.224,53.963,38.975,78.459,18.716,36.596,72.700,38.920,47.890,33.381,50.232,33.779,31.852,65.689,34.845,91.492,30.105,26.574,37.141,24.160,31.748,3.544,47.922,30.074,70.010,26.270,36.197,4.682,16.134,20.954,16.411,47.405,15.323,20.800,31.436,17.694,11.365,22.418,18.557,19.596,31.047,14.757,487.617,15.107,34.510,5.914,106.084,68.155,36.674,26.414,21.496,41.687,24.029,33.708,12.680,59.788,27.655,48.471,31.262,50.066,38.059,21.429,31.880,33.719,58.945,27.425,15.362,40.620,16.407,38.308,32.237,7.736,57.678,6.602,41.138,32.875,38.853,50.323,46.776,13.175,58.837,44.038,26.227,18.212,34.415,13.580,26.988,21.152,27.550,19.518,11.067,23.768,17.100,10007.878
2007-01-08,34.573,10.698,47.384,22.340,105.260,26.830,90.006,35.979,53.893,38.924,79.650,18.608,36.605,73.008,38.765,48.042,33.667,50.873,33.700,31.977,66.095,35.055,92.115,30.378,26.626,37.230,24.296,31.712,3.404,48.624,30.067,69.844,26.335,37.272,4.652,16.335,21.185,16.375,47.510,15.503,21.150,33.188,17.640,11.325,22.028,18.249,18.863,30.846,14.851,490.110,15.280,34.565,5.904,105.931,67.802,37.329,26.210,21.672,41.907,24.017,33.656,12.927,59.771,27.562,48.701,31.131,50.094,37.746,21.777,31.946,33.835,61.640,27.240,15.362,40.450,16.636,38.428,32.368,7.701,58.331,6.759,41.335,32.696,39.032,50.584,46.879,13.197,59.215,44.034,26.220,18.277,34.430,13.740,26.876,21.098,27.535,19.628,11.121,24.066,17.810,10009.860
2007-01-09,34.888,10.803,48.135,22.110,106.280,26.973,91.393,35.988,53.776,38.960,80.593,19.198,36.971,74.523,38.620,48.002,34.175,50.289,33.988,32.035,65.835,35.305,92.960,30.334,26.966,37.312,24.160,31.748,3.427,48.040,29.789,71.857,26.058,36.818,4.757,16.298,20.937,16.435,47.706,15.799,21.270,34.813,17.714,11.335,22.097,18.490,18.849,30.908,14.603,485.837,15.531,34.399,5.921,107.530,67.826,37.232,26.260,21.600,42.362,24.277,33.605,12.690,59.284,27.547,49.219,30.986,49.376,38.059,21.891,31.431,34.124,61.885,26.545,15.355,39.630,16.786,37.836,32.229,7.641,58.464,6.944,41.492,32.636,39.096,50.876,46.761,13.197,59.871,43.889,26.220,18.328,34.652,13.670,27.147,21.187,27.402,19.738,12.045,23.974,17.600,10011.842
2007-01-10,34.987,11.170,48.177,22.110,106.770,27.481,93.101,36.139,54.212,38.975,79.642,19.292,36.971,75.840,39.425,48.050,34.470,49.421,34.089,32.379,66.647,35.087,93.155,30.369,27.063,37.507,24.338,32.102,3.439,48.177,29.952,73.392,26.781,36.808,4.780,16.253,21.011,16.465,48.308,16.037,21.920,34.553,17.707,11.215,22.062,18.665,18.143,30.831,14.561,481.919,15.938,34.252,5.961,109.138,68.180,37.594,26.518,21.006,42.565,23.665,33.598,12.699,59.910,27.531,49.482,30.934,49.433,37.970,22.474,31.664,34.172,62.659,26.165,15.436,39.220,17.137,37.938,32.401,7.679,58.783,6.856,41.830,32.576,38.416,51.063,47.321,13.154,60.316,43.907,26.227,18.498,34.566,14.070,26.949,21.116,27.413,19.594,12.622,24.088,17.830,10013.828
2007-01-11,35.831,11.397,49.416,22.370,107.690,27.972,93.542,36.636,55.177,38.896,79.449,19.292,37.944,77.341,39.975,48.627,35.006,48.908,34.291,32.562,67.291,35.672,95.115,30.810,27.172,37.701,24.347,32.483,3.463,49.654,30.047,75.708,27.043,37.114,4.877,15.905,21.215,16.520,48.911,16.028,22.550,34.903,17.937,11.172,22.531,18.814,17.939,30.854,14.415,482.275,16.050,34.344,5.939,110.255,68.040,37.488,26.930,20.844,43.517,23.992,34.075,12.500,60.666,27.454,50.172,30.678,51.049,38.227,22.474,32.320,35.048,63.623,26.395,15.416,39.880,17.466,39.169,32.711,7.784,58.791,7.179,41.999,32.217,38.465,51.347,47.616,13.350,60.711,44.753,26.478,18.483,35.039,13.880,26.988,21.092,27.425,19.738,12.466,24.372,18.040,10015.823
2007-01-12,36.559,11.685,49.829,22.160,109.000,27.981,94.616,37.160,55.519,38.630,80.005,19.299,38.110,77.114,40.420,48.995,35.440,50.090,34.565,32.350,67.215,35.555,95.681,31.003,27.391,37.522,24.542,32.519,3.244,50.247,30.406,75.304,26.941,36.873,5.111,16.006,21.063,16.399,48.723,16.004,22.740,34.652,17.741,11.720,22.904,18.939,17.688,30.931,14.535,484.145,15.998,34.178,5.916,111.115,68.164,36.966,26.984,21.348,44.557,24.172,33.740,13.012,60.301,27.485,50.591,30.134,51.521,38.533,22.503,32.104,34.856,63.291,26.925,15.289,39.960,17.608,39.187,32.981,7.746,58.673,7.316,41.967,32.105,38.902,51.347,47.881,13.418,60.493,44.954,26.457,18.520,35.619,14.230,26.903,20.813,27.513,20.539,12.312,24.358,18.210,10017.810
2007-01-16,36.074,12.070,50.267,22.180,108.570,28.226,97.007,37.089,55.293,38.845,81.197,19.407,38.542,79.398,40.270,48.923,35.781,49.606,34.875,32.606,67.927,35.602,95.672,30.845,27.738,37.678,23.795,32.803,3.249,50.840,30.515,75.433,26.963,36.901,5.176,15.823,20.945,16.260,48.835,15.987,22.550,34.562,17.957,11.500,22.861,18.449,17.552,31.179,14.526,487.617,16.163,34.289,5.931,112.192,69.101,37.037,26.776,21.348,44.679,24.580,33.676,12.737,60.292,27.640,50.526,30.357,51.219,38.798,22.514,31.639,34.856,62.952,26.750,15.382,40.050,17.644,39.493,33.096,7.693,58.618,7.208,41.846,32.098,38.481,51.481,47.881,13.592,60.972,45.473,26.611,18.579,36.177,13.920,26.751,20.884,27.746,20.573,12.635,24.635,18.120,10019.806
2007-01-17,35.651,12.052,49.871,22.480,109.300,28.141,96.879,37.409,55.317,39.025,80.552,19.702,38.143,79.639,40.705,49.596,35.412,50.425,34.781,32.818,67.444,35.539,95.616,31.039,27.808,37.537,22.896,33.148,3.261,50.749,30.556,75.001,26.985,36.030,5.176,16.024,20.952,16.067,48.948,15.922,22.510,35.442,18.160,11.380,23.399,18.050,18.197,30.630,14.629,484.234,16.024,34.234,5.911,111.959,68.953,36.878,26.930,21.546,44.386,24.855,33.663,12.899,61.318,27.647,50.657,30.409,52.542,38.709,22.114,31.664,35.000,63.457,26.505,15.402,40.200,17.659,39.113,32.916,7.732,58.540,7.179,41.532,32.105,38.708,51.504,48.375,13.605,61.148,45.899,26.520,18.924,36.328,13.680,26.744,20.795,28.366,20.708,12.355,24.315,18.200,10021.806
2007-01-18,34.861,11.974,50.821,20.960,107.770,28.472,96.979,37.213,54.990,39.082,80.093,18.918,37.470,79.625,40.090,49.508,34.812,50.496,34.529,32.621,67.498,35.149,95.663,31.567,27.821,37.432,22.446,33.219,3.179,49.061,31.051,73.107,26.905,34.937,5.078,15.658,20.919,15.953,48.888,14.978,21.880,35.433,18.025,11.568,23.503,17.950,18.231,30.831,14.595,484.234,16.310,34.399,5.871,112.786,68.838,37.072,26.889,21.573,45.142,24.793,33.850,12.813,61.439,27.500,50.912,30.206,51.833,38.862,22.211,30.908,35.607,62.498,26.525,15.289,38.570,17.673,38.706,33.480,7.701,58.689,6.778,41.629,32.344,38.724,50.995,48.508,13.545,62.098,45.758,26.534,19.379,36.099,13.250,26.606,20.658,28.185,20.480,11.590,24.514,18.090,10023.806
2007-01-19,35.166,11.930,51.515,21.690,108.470,28.574,97.811,37.577,55.449,39.261,77.452,18.673,37.428,80.174,40.700,50.020,35.052,51.493,34.241,32.782,67.889,35.344,96.870,31.259,27.757,37.350,22.658,32.980,3.223,48.514,30.956,76.297,26.949,34.335,5.157,15.795,20.971,15.754,48.813,14.945,21.770,35.119,17.998,11.505,23.884,17.792,18.197,30.591,14.466,485.213,16.344,34.510,5.841,114.924,67.933,36.922,26.897,22.180,44.736,24.998,34.108,13.259,62.013,27.415,50.698,30.199,51.493,38.798,22.337,30.883,35.915,63.029,26.870,15.355,38.400,17.544,38.762,33.545,7.786,58.665,6.739,42.015,32.554,38.902,51.451,48.915,13.575,62.191,44.473,25.801,19.647,36.414,13.270,26.705,20.664,28.669,21.164,11.516,24.627,18.190,10025.815
2007-01-22,34.708,11.825,50.812,21.790,107.820,28.336,96.929,37.569,55.130,39.276,78.209,19.055,36.580,79.273,40.230,49.251,34.230,50.709,34.226,32.445,67.598,34.540,95.830,30.950,28.008,37.626,22.514,32.740,3.129,47.593,30.753,75.148,27.270,33.816,5.048,15.548,21.022,15.995,48.805,14.740,21.700,34.679,17.897,11.322,23.537,17.476,18.122,30.290,14.321,486.816,16.180,34.326,5.826,114.482,68.065,36.613,26.751,22.320,44.078,24.497,34.159,13.240,62.370,27.284,50.476,30.101,50.935,38.517,22.331,31.680,35.684,62.419,26.645,15.369,37.830,17.594,38.669,33.540,7.771,57.960,6.475,41.601,32.643,38.772,51.182,48.641,13.511,61.745,44.323,25.661,19.574,35.884,13.070,26.533,20.598,27.247,21.113,11.293,24.159,18.070,10027.820
2007-01-23,33.954,11.773,50.755,21.730,108.450,28.514,98.416,38.119,55.457,39.606,78.185,18.839,36.521,79.771,43.925,50.453,33.917,51.664,34.147,32.811,67.582,34.696,94.669,31.329,28.156,37.559,22.098,32.625,3.109,46.937,31.045,76.278,27.452,34.464,5.095,15.658,20.956,15.838,48.828,14.330,20.850,34.751,18.025,11.398,24.613,18.116,18.279,30.205,14.466,485.124,16.492,34.381,5.876,115.029,67.917,35.976,26.880,22.855,43.850,25.060,33.940,13.601,62.900,27.369,50.871,30.101,50.926,38.396,22.440,33.631,36.040,64.107,26.275,15.369,37.520,17.516,39.030,33.375,7.769,57.348,6.534,41.935,33.017,39.080,52.079,48.582,13.651,62.123,44.800,25.521,19.596,35.576,12.930,26.533,20.789,28.085,21.999,11.151,24.088,17.700,10029.829
2007-01-24,34.250,11.729,50.796,22.050,110.850,28.472,98.828,38.332,57.542,39.756,78.442,20.400,37.262,81.462,44.320,48.451,34.295,51.863,34.233,32.306,67.973,34.665,94.465,31.127,28.573,37.708,22.819,32.918,3.250,47.238,31.377,76.306,27.591,34.872,5.074,15.677,20.926,16.242,49.099,14.444,21.040,35.631,18.241,11.525,25.073,17.784,18.231,30.429,14.509,488.151,16.552,34.528,5.949,117.094,68.057,35.631,27.272,23.130,44.679,25.317,34.101,13.686,62.917,27.462,51.914,30.514,50.690,39.039,22.400,34.204,36.290,63.283,26.130,15.589,39.690,17.573,38.623,33.622,7.819,57.787,6.915,41.887,33.039,38.303,51.414,48.486,14.527,63.166,45.141,25.584,19.658,36.013,13.230,26.777,20.985,28.026,22.244,11.282,24.152,17.690,10031.835
2007-01-25,33.945,11.624,50.135,22.250,110.080,28.040,100.465,38.501,57.122,39.749,78.531,19.940,36.447,81.682,43.880,46.472,33.104,50.923,33.650,31.457,67.130,34.493,94.604,30.766,28.888,37.551,22.251,32.288,3.321,47.511,31.228,75.690,27.102,34.418,4.986,15.530,21.019,16.116,48.512,14.346,20.070,36.421,17.761,11.543,24.637,17.510,17.797,30.066,14.552,480.139,16.344,34.841,6.009,117.681,67.349,35.330,26.759,22.653,43.525,25.176,33.637,13.402,62.430,27.268,51.183,30.232,50.548,38.669,22.634,33.582,35.876,61.619,26.000,15.522,39.130,17.544,38.031,33.343,7.825,56.964,6.847,41.641,33.122,38.789,50.569,48.049,14.574,62.712,43.538,25.375,19.306,35.569,13.090,26.593,20.896,27.687,21.746,11.223,23.455,17.640,10033.846
2007-01-26,34.044,11.677,49.730,22.240,110.230,27.616,101.013,38.439,57.036,40.173,78.483,19.681,36.463,82.114,44.120,46.713,33.510,50.909,33.426,31.406,67.421,34.439,89.077,30.422,28.940,37.589,22.361,32.368,3.307,47.001,31.221,75.083,27.350,34.029,5.053,15.686,20.934,16.134,48.534,14.592,19.920,36.619,17.714,11.637,24.262,17.401,17.484,30.220,14.552,486.727,16.267,35.136,6.014,118.950,67.374,35.083,26.689,22.423,43.614,25.894,33.676,13.468,61.500,27.477,51.232,30.193,50.520,38.284,22.697,33.009,36.098,61.856,25.900,15.489,39.260,17.501,37.910,33.170,7.724,57.160,6.582,41.641,33.309,38.497,50.584,48.005,14.523,62.602,43.047,25.186,19.291,35.232,13.200,26.560,20.937,27.930,21.847,11.110,23.328,17.470,10035.853
2007-01-29,33.909,11.510,49.631,22.200,109.630,27.692,101.034,37.879,57.425,40.266,79.361,19.760,37.029,82.026,45.125,47.449,33.990,50.930,33.477,31.626,67.582,34.517,86.393,30.537,29.036,37.955,22.242,32.421,3.221,47.174,30.895,75.322,27.533,34.196,5.543,15.795,21.015,16.791,48.647,14.453,19.840,37.777,18.539,11.285,24.332,17.609,17.532,30.205,14.612,481.296,16.215,35.339,6.032,118.034,67.407,35.719,26.872,22.608,44.256,26.346,33.566,13.345,61.926,27.353,51.150,30.298,50.567,38.252,23.017,33.316,35.915,61.159,26.185,15.536,39.350,17.659,37.984,32.833,7.722,57.160,6.446,41.782,33.383,38.157,50.637,48.019,14.493,62.796,43.608,25.270,19.331,35.067,13.030,26.685,20.920,28.152,21.830,11.183,23.541,17.970,10037.864
2007-01-30,34.097,11.528,49.937,22.720,110.360,27.548,101.931,38.483,57.130,40.330,80.029,19.868,37.278,83.072,45.035,48.306,33.990,52.027,33.664,32.021,68.203,35.227,86.560,30.854,29.493,37.507,22.276,32.944,3.276,47.612,30.488,76.811,27.701,34.909,5.418,15.695,21.200,16.749,49.016,14.600,20.590,38.209,18.944,11.402,24.262,18.050,17.749,30.367,14.441,483.166,16.388,35.854,6.037,116.451,68.032,35.737,27.068,23.737,44.330,26.907,33.985,13.772,61.370,27.315,51.257,30.370,52.740,37.970,23.326,33.166,35.684,61.048,26.780,15.583,39.010,17.566,38.604,32.857,7.769,57.615,6.377,42.068,33.884,38.772,50.816,47.805,14.583,64.594,42.697,25.158,19.526,34.652,12.990,26.790,21.009,28.414,22.683,11.132,23.633,18.590,10039.871
2007-01-31,36.289,11.502,50.697,22.730,111.400,28.574,102.699,38.403,58.095,40.639,79.852,19.565,38.143,83.731,45.275,49.019,34.489,51.891,34.255,32.445,68.326,35.656,87.842,30.968,29.730,36.804,22.590,33.343,3.259,47.657,30.379,77.271,27.730,34.835,5.370,15.695,21.189,16.869,49.129,14.551,19.890,38.406,19.458,11.232,25.343,18.565,17.735,30.831,14.407,486.015,16.518,36.259,6.029,117.801,68.361,35.967,27.063,23.993,45.289,27.859,33.547,13.952,62.204,27.524,51.816,30.409,52.447,38.300,23.314,33.789,36.541,61.936,27.300,15.596,38.870,17.587,39.011,32.907,7.833,57.842,6.426,42.329,33.623,38.740,51.100,48.012,14.736,64.670,43.548,25.172,19.456,35.497,12.950,26.856,21.181,28.768,22.640,11.155,23.938,18.450,10041.875
2007-02-01,36.388,11.598,51.060,22.800,113.420,29.023,103.218,38.457,58.134,41.213,79.731,19.320,38.892,83.651,46.620,49.812,35.089,53.023,34.666,32.540,69.001,35.844,89.867,30.827,29.891,36.894,22.565,33.902,3.247,48.150,30.637,76.471,27.518,34.566,5.602,15.594,21.267,16.990,49.235,14.724,20.270,37.876,19.465,11.450,26.076,19.570,17.620,31.094,14.706,492.069,16.483,36.554,6.054,119.617,69.003,35.684,27.376,24.104,46.289,28.306,33.579,14.085,63.117,27.516,52.177,30.626,54.073,38.372,23.809,34.237,36.117,62.681,27.445,15.683,38.760,17.701,39.122,33.038,7.837,57.763,6.592,42.208,33.884,39.355,51.429,48.360,14.774,65.065,44.006,25.298,19.409,36.228,12.850,27.285,21.306,29.086,23.535,11.026,24.294,18.330,10043.884
2007-02-02,36.388,11.519,51.250,22.680,112.920,28.947,103.532,38.625,58.336,41.356,79.868,19.024,39.183,84.148,46.700,49.732,36.003,52.717,34.738,32.584,69.246,36.023,90.693,30.977,30.213,36.588,23.031,34.274,3.263,48.250,30.366,76.434,27.635,34.585,5.557,15.933,21.215,17.183,48.979,14.871,20.180,37.382,19.357,12.652,26.913,19.130,17.647,31.163,14.646,491.439,16.569,36.812,6.065,121.329,69.323,36.347,27.505,24.149,46.077,28.849,34.017,14.123,62.995,27.686,51.955,30.783,54.167,38.613,23.745,34.462,36.098,62.348,27.005,15.743,38.970,17.630,39.344,33.532,7.819,57.999,6.631,42.309,33.959,39.372,51.526,48.360,14.867,64.830,43.772,25.326,19.335,35.991,13.160,27.338,21.235,29.186,23.923,11.028,24.777,18.260,10045.896
2007-02-05,36.855,11.484,51.325,22.540,113.060,28.913,103.503,38.750,58.344,42.059,80.842,19.067,38.725,85.107,46.500,49.628,35.763,52.532,34.781,32.577,68.886,35.914,90.705,31.047,30.290,36.603,23.345,34.132,3.229,47.721,30.264,76.002,27.956,34.761,5.569,15.695,21.159,16.942,48.820,14.879,19.460,38.227,19.417,12.523,26.468,18.989,17.993,31.163,14.680,492.248,16.336,37.364,6.067,122.462,69.274,36.259,27.509,24.207,45.931,28.915,34.140,13.933,62.665,27.616,51.849,30.888,54.659,38.966,23.780,34.129,36.127,62.665,27.515,15.877,38.440,17.544,39.687,33.959,7.771,58.195,6.680,42.373,34.228,39.566,51.003,48.219,14.693,65.015,43.865,25.396,19.273,35.884,13.120,27.536,21.413,29.260,23.915,10.922,24.805,18.080,10047.914
2007-02-06,37.654,11.519,51.812,22.830,113.590,28.921,103.766,38.723,58.320,42.375,80.174,18.836,39.133,87.025,46.925,49.988,35.966,52.240,35.070,32.752,68.786,36.382,92.191,30.986,30.373,36.588,23.150,33.982,3.189,46.499,30.305,75.433,27.788,34.390,5.546,15.567,21.174,16.881,48.489,14.896,19.040,37.813,19.431,12.320,26.137,18.723,18.211,31.318,14.706,494.047,16.327,36.941,6.092,122.768,69.323,36.347,27.580,24.131,46.094,28.874,34.230,13.971,63.117,27.848,51.873,30.967,56.700,39.014,23.826,34.320,36.560,63.061,27.500,16.064,38.460,17.759,40.298,34.223,7.846,58.250,6.504,42.064,34.445,39.971,50.831,47.805,14.893,65.250,44.408,25.354,19.258,36.249,13.020,27.687,21.580,28.997,23.704,10.950,25.082,17.500,10049.927
2007-02-07,37.259,11.467,51.887,23.350,114.970,28.879,104.058,38.909,58.437,42.246,80.408,19.024,39.457,90.605,45.940,50.589,36.326,51.720,35.423,32.716,69.277,36.343,94.374,31.241,30.663,36.595,23.838,34.629,3.271,46.736,30.047,77.758,28.044,35.317,5.648,15.466,21.004,17.020,48.572,14.978,19.690,38.209,19.505,12.373,25.849,18.739,18.265,31.611,14.638,494.047,16.578,36.812,6.105,125.452,69.743,36.170,27.846,23.914,46.207,28.998,33.992,13.772,64.282,27.841,52.095,30.980,57.683,39.014,24.190,34.179,36.907,62.958,27.540,16.064,38.150,17.759,40.714,34.239,7.868,58.626,6.739,42.224,34.370,39.890,50.689,47.723,14.804,65.519,45.034,25.207,19.254,36.536,12.970,27.832,21.574,29.157,23.602,11.210,25.586,17.360,10051.945
2007-02-08,37.502,11.493,51.440,24.100,113.470,28.608,104.165,39.391,58.406,42.504,80.472,19.017,39.516,88.701,46.005,50.773,35.837,52.511,35.228,32.445,70.633,36.343,94.495,31.074,30.418,36.595,23.880,35.161,3.393,46.727,29.816,74.302,25.868,35.428,5.705,15.283,21.019,17.026,47.676,15.027,19.840,38.559,19.397,12.533,24.986,18.365,18.211,31.209,14.595,489.461,17.011,37.125,6.161,124.600,69.513,36.002,26.963,23.752,46.321,28.580,34.108,14.189,65.056,27.779,51.577,31.098,56.501,38.798,23.970,34.345,37.292,62.800,27.450,16.164,38.050,17.530,39.724,34.198,7.846,58.493,6.729,42.663,34.355,39.793,50.577,47.805,14.719,65.679,45.109,24.956,19.141,36.629,12.900,27.852,21.794,28.889,23.569,11.214,25.956,17.490,10053.968
2007-02-09,37.672,11.292,50.953,24.000,111.950,28.328,103.169,39.498,58.367,42.289,79.608,18.822,38.975,86.535,45.150,50.501,35.458,52.205,35.293,32.599,70.013,36.085,94.337,30.255,29.994,36.521,23.515,34.567,3.301,46.399,29.748,73.603,25.737,34.928,5.786,15.274,21.111,16.948,48.128,14.748,19.890,37.733,19.275,12.463,24.462,18.116,17.620,31.264,14.484,480.111,16.691,37.125,6.168,122.543,69.340,35.657,26.901,24.081,46.240,28.054,33.908,14.170,64.073,27.709,52.284,31.032,56.341,38.525,23.624,33.756,37.089,63.053,27.520,16.044,37.680,17.022,39.391,34.173,7.852,58.516,6.543,42.498,34.505,39.501,50.128,47.686,14.668,65.141,45.039,24.809,19.188,36.578,12.560,27.562,21.961,28.744,23.240,10.835,25.466,17.370,10055.987
2007-02-12,36.882,11.073,51.060,24.580,112.380,28.396,100.863,39.195,58.593,42.310,79.632,18.800,39.266,84.727,45.320,50.957,35.689,51.493,35.192,32.723,69.798,35.968,94.588,29.867,29.769,36.573,23.371,34.522,3.304,47.073,29.768,73.631,25.503,34.983,5.868,15.228,21.074,16.857,47.985,14.682,20.270,37.652,18.647,12.492,23.835,18.257,17.498,31.488,14.330,480.381,16.405,37.198,6.123,119.007,69.562,35.003,26.768,24.050,46.126,28.437,33.908,14.208,62.439,27.848,52.317,30.652,56.379,38.340,23.069,33.415,36.088,62.435,28.050,16.037,38.090,17.015,39.789,34.617,7.856,58.704,6.504,42.152,34.542,39.404,50.001,47.487,14.693,64.552,45.118,24.886,19.353,36.600,12.270,27.740,21.782,28.666,22.910,11.045,25.764,17.040,10058.014
2007-02-13,36.981,10.881,51.333,24.270,113.400,28.489,103.275,39.124,59.355,42.640,79.398,18.829,40.131,87.005,45.855,51.750,36.049,51.856,35.466,32.847,70.319,36.296,95.238,30.457,30.020,36.633,23.065,34.514,3.271,47.064,29.836,76.793,25.569,34.594,5.979,15.201,21.189,16.930,48.052,14.962,21.660,37.409,18.647,12.755,24.297,18.249,17.572,31.719,14.441,482.898,16.673,37.548,6.181,121.514,69.973,35.339,27.005,24.405,46.874,28.640,33.837,14.560,61.674,28.026,52.637,31.478,56.709,38.533,23.271,33.905,36.107,63.251,28.280,16.184,38.430,16.979,40.187,34.938,7.959,59.402,6.377,41.267,34.654,38.708,50.607,47.894,14.855,64.561,45.693,24.977,19.350,37.030,12.210,27.918,21.973,28.967,23.075,11.021,26.453,17.120,10060.038
2007-02-14,36.145,10.969,51.589,24.230,118.250,28.345,102.457,39.106,59.729,42.791,80.133,19.212,41.071,86.806,46.240,52.182,37.443,51.770,35.654,32.935,70.948,37.100,96.381,30.598,30.225,37.073,23.303,34.859,3.229,47.092,29.911,79.495,25.773,35.585,6.039,15.338,21.219,17.129,47.706,15.546,21.870,37.661,18.735,12.793,24.576,18.548,17.912,31.766,14.509,487.124,16.734,37.327,6.229,120.164,70.574,35.472,27.105,25.054,47.654,30.037,33.966,14.493,62.239,27.987,52.613,31.688,58.571,38.444,23.006,34.312,35.645,63.109,28.725,16.244,38.600,17.058,40.381,35.284,8.050,59.332,6.426,41.098,34.946,39.582,51.332,48.019,15.033,65.023,45.684,25.465,19.346,37.362,12.560,27.852,22.122,29.413,22.847,11.099,26.695,17.210,10062.058
2007-02-15,36.361,10.969,51.878,23.810,117.820,28.718,103.318,38.749,59.542,42.360,79.907,19.255,40.996,87.300,46.495,52.383,37.341,51.175,35.690,32.906,70.404,37.123,96.697,30.528,29.756,36.842,23.388,34.992,3.214,48.888,29.789,79.063,26.029,37.336,6.092,15.466,21.289,17.189,48.256,15.710,22.060,37.616,18.769,13.105,24.672,18.681,17.885,31.658,14.552,487.393,16.691,37.216,6.199,121.273,70.269,35.525,27.130,25.108,47.736,29.765,33.979,14.816,62.483,28.103,52.506,31.531,59.563,38.838,22.815,34.237,37.311,62.998,29.270,16.218,39.250,17.037,41.676,35.621,8.088,59.285,6.465,41.661,34.721,39.129,51.399,48.101,15.165,65.107,45.670,25.235,19.383,37.347,12.510,27.602,21.955,29.665,22.821,11.088,26.709,17.060,10064.082
2007-02-16,36.208,10.969,52.077,24.000,116.910,28.201,102.621,38.651,59.659,42.497,79.963,19.168,41.570,87.182,46.380,52.005,37.701,50.781,35.877,33.155,70.917,37.326,97.087,30.722,29.827,37.185,23.354,33.946,3.267,49.198,30.060,79.964,26.050,37.068,6.051,15.274,21.504,17.430,48.662,15.653,22.000,37.580,18.681,13.068,24.602,18.407,17.754,31.665,14.466,486.404,16.725,37.141,6.158,121.868,71.207,35.790,27.130,25.451,47.524,29.981,34.043,14.892,63.248,28.312,52.810,31.472,58.807,38.934,22.769,34.395,37.215,62.807,29.045,16.218,40.270,16.836,42.204,35.506,7.866,59.300,6.582,42.176,34.744,38.789,51.205,48.160,14.931,65.502,45.478,25.046,19.269,37.852,12.320,27.648,22.044,29.505,22.855,11.038,27.016,17.010,10066.111
2007-02-20,36.280,11.170,53.244,24.370,117.950,28.591,103.738,38.865,60.328,42.906,80.254,19.378,42.277,87.964,46.740,52.117,38.182,50.286,35.863,33.506,71.369,37.553,97.505,30.862,30.367,37.051,23.473,34.319,3.359,49.080,30.210,80.249,25.831,37.512,6.550,15.530,21.441,17.478,48.655,15.439,22.640,37.310,18.532,13.287,24.829,18.415,17.563,31.835,14.338,487.214,17.037,37.123,6.227,122.326,71.709,35.719,27.201,25.793,48.061,29.792,34.153,14.749,63.266,28.359,53.270,31.472,59.960,40.364,23.121,34.188,36.618,62.839,29.035,16.278,40.740,16.422,42.861,35.522,7.829,59.771,6.768,42.788,34.908,38.594,51.197,48.019,15.033,65.141,45.838,25.214,19.302,37.968,12.100,27.852,22.145,29.569,22.838,11.177,26.945,16.960,10068.144
