,HRS,IPG,TGT,RHT,AMG,LOW,ESS,EQT,APD,NEE,IBM,STX,COH,SPG,JEC,ROK,PCAR,CVX,GPC,MCD,PRU,HON,HAR,DIS,VTR,K,CSCO,PDCO,NFLX,UNH,MRK,EQIX,WM,NTAP,CF,ORCL,GIS,IRM,PEP,AMAT,REGN,STJ,BMY,CERN,DHI,WU,SE,FITB,PGR,C,FOXA,DUK,NI,SLG,STI,VIAB,TMK,NBL,JWN,CMI,CB,FTI,MCO,USB,PX,DTE,HUM,WMT,HCP,RHI,AAP,GD,DVA,XEL,ADBE,HRB,AET,BK,HRL,PNC,SWKS,OMC,EIX,SIG,AVY,PG,AME,BDX,TXT,GE,ABT,DD,MU,SCG,PPL,ETN,HP,AAPL,IP,BSX,USDOLLAR
2010-04-08,40.690,7.403,47.971,30.480,81.100,22.676,78.062,41.100,62.150,39.001,108.654,14.262,33.981,70.225,44.280,51.433,37.046,61.465,35.161,55.457,52.106,38.714,45.148,33.050,36.182,42.672,22.302,27.509,11.690,29.860,28.638,93.650,28.205,32.278,16.310,23.848,28.459,16.026,54.115,11.536,26.030,36.637,20.853,21.530,11.274,14.632,18.272,12.241,14.861,43.994,10.824,35.539,4.923,54.313,26.373,30.961,22.778,35.340,36.347,56.522,38.662,33.945,26.203,23.609,74.068,35.769,43.763,47.396,22.985,27.177,41.523,65.061,32.265,16.710,34.940,14.424,31.273,27.989,9.127,55.167,15.248,33.189,28.337,31.534,31.388,50.083,18.174,69.655,21.787,14.898,20.866,32.316,10.580,29.529,18.766,31.924,33.361,31.223,21.756,6.980,10611.691
2010-04-09,41.068,7.621,47.997,30.810,81.290,22.711,80.254,42.396,63.207,39.534,109.633,14.613,34.711,71.352,47.610,51.573,37.785,62.921,35.374,55.392,52.139,38.953,45.819,33.559,35.945,43.080,22.573,27.687,11.774,29.530,28.786,94.357,28.336,32.917,16.560,24.125,28.727,16.020,54.435,11.649,25.780,37.041,20.917,22.047,11.396,14.700,18.390,12.095,14.892,44.781,11.205,35.736,4.939,55.480,26.456,32.120,22.808,35.688,37.321,57.426,38.618,33.680,26.086,23.635,74.472,35.956,42.648,47.131,23.336,27.388,41.405,65.679,33.030,16.819,35.470,14.447,30.678,28.077,9.171,55.855,15.405,33.418,28.246,31.669,31.532,50.219,18.208,69.904,21.708,14.866,21.045,32.357,10.730,29.630,18.753,32.624,33.525,31.462,21.796,6.970,10611.758
2010-04-12,41.530,7.665,48.264,30.810,80.440,22.685,80.271,42.491,63.190,39.558,109.292,14.568,34.577,70.474,46.740,51.982,37.738,63.657,35.349,55.271,51.786,39.140,45.288,33.254,35.723,43.300,22.514,27.598,11.883,29.530,28.692,94.651,28.458,32.371,16.405,24.236,28.540,16.014,54.402,11.787,25.560,38.137,20.949,22.065,11.293,14.683,18.422,12.318,14.861,45.667,11.066,35.583,4.948,54.340,27.186,31.757,23.019,35.526,36.847,56.609,38.588,33.895,25.869,23.940,74.507,36.057,42.062,47.088,23.083,27.397,41.680,65.476,32.835,16.904,35.020,14.534,30.576,28.596,9.175,56.260,15.454,33.240,28.444,31.726,31.523,50.195,18.225,69.983,22.200,15.018,21.021,32.118,10.820,29.762,18.860,32.510,33.361,31.527,21.534,6.940,10611.826
2010-04-13,41.295,7.551,48.678,31.160,81.220,23.234,82.644,42.273,62.863,39.359,109.863,14.033,34.879,73.085,47.350,51.564,38.061,63.483,35.357,55.586,52.024,38.859,44.552,33.207,36.190,43.333,22.437,27.776,12.340,29.439,28.576,93.025,28.417,32.139,15.849,24.374,28.670,16.014,54.460,11.934,25.390,38.002,20.702,21.795,11.433,14.700,18.280,12.292,14.946,45.470,11.387,35.495,4.936,55.705,26.798,31.616,23.155,35.558,36.689,57.417,38.752,33.505,25.869,23.957,74.463,35.886,41.656,46.831,23.209,27.441,41.533,65.095,33.115,16.718,34.750,14.408,30.047,28.534,9.210,54.838,15.561,33.460,28.362,32.187,31.591,50.435,18.213,69.735,22.160,15.211,21.041,31.878,10.760,29.692,18.914,32.286,33.482,31.545,21.606,6.900,10611.894
2010-04-14,41.899,7.910,48.920,32.090,82.900,23.562,81.568,42.453,63.752,38.651,111.753,14.713,35.778,72.894,47.860,52.654,38.597,63.776,36.502,55.989,53.444,39.429,46.611,33.541,35.716,43.659,22.811,28.300,12.510,28.423,28.194,93.153,28.605,33.223,15.834,24.404,28.747,16.243,54.378,12.462,26.390,37.939,20.479,22.100,11.875,14.826,18.438,12.815,15.829,48.521,11.655,35.473,4.969,55.355,27.962,31.987,23.726,36.282,37.672,58.860,39.433,34.035,26.113,24.584,75.287,35.855,41.580,46.763,22.873,27.547,44.501,64.976,32.605,16.733,35.020,14.187,29.620,28.279,9.261,56.166,15.923,34.570,28.420,32.666,31.945,50.587,18.260,69.531,22.367,15.532,21.053,32.093,11.300,30.174,18.961,32.502,34.341,31.969,22.296,7.160,10611.962
2010-04-15,41.874,8.058,48.799,31.670,84.000,23.624,80.000,42.254,64.373,38.834,111.446,15.033,36.097,70.474,47.910,53.020,38.837,64.575,37.148,55.780,52.911,39.548,46.583,33.726,34.905,43.676,23.091,28.292,12.404,28.038,28.062,92.335,28.637,33.047,16.043,24.236,28.642,16.570,54.361,12.401,26.210,37.670,20.192,22.032,11.828,14.733,18.390,12.781,15.913,47.340,11.612,35.298,4.963,53.703,27.491,31.890,23.595,36.352,38.119,58.243,39.411,33.935,26.790,24.593,76.830,35.956,41.580,46.326,22.220,27.547,44.599,64.764,32.375,16.508,34.390,14.045,29.183,28.139,9.283,55.304,16.060,34.900,28.502,32.704,32.113,50.435,18.080,69.142,21.944,15.652,21.073,32.473,11.180,30.251,18.827,32.669,35.020,32.390,22.296,7.140,10612.030
2010-04-16,41.387,7.831,48.273,31.100,82.790,23.296,79.129,41.403,63.769,38.516,111.225,14.697,35.526,68.186,46.900,52.331,38.154,63.911,34.907,55.675,51.581,38.995,45.772,33.198,33.880,44.084,22.896,28.478,12.187,28.130,27.805,91.563,28.548,32.565,16.043,24.004,28.475,16.449,54.255,12.418,26.400,36.718,20.303,22.133,11.612,14.489,18.067,12.181,15.629,44.879,11.594,35.036,4.960,52.392,26.299,30.935,23.070,35.883,37.672,57.287,38.835,32.990,24.766,23.888,76.102,35.582,41.514,46.309,21.869,26.992,44.265,64.409,32.250,16.702,34.000,14.140,29.165,27.743,9.232,54.321,15.806,34.333,28.007,32.589,31.506,50.315,17.929,68.867,21.561,15.227,21.033,31.920,10.920,30.041,18.411,32.290,34.169,32.192,22.098,7.340,10612.098
2010-04-19,41.631,7.918,48.342,30.700,82.290,23.518,78.965,41.327,63.618,38.500,112.587,14.575,35.165,68.708,46.770,51.686,38.782,64.362,35.104,56.392,52.262,38.936,44.971,33.513,34.110,43.871,22.972,28.283,12.114,28.587,27.953,89.936,28.613,32.232,15.489,24.226,28.520,16.539,54.238,12.366,25.530,36.736,20.566,21.968,11.584,14.540,18.288,12.215,15.913,48.029,11.612,35.167,4.981,53.317,26.752,30.776,23.210,35.892,37.005,57.304,39.066,32.505,24.432,24.027,76.383,35.784,42.204,46.549,22.066,26.869,43.685,64.493,32.495,16.694,33.820,14.187,29.666,28.244,9.230,54.735,15.463,34.832,27.941,32.187,31.186,50.611,17.835,69.505,21.187,15.203,21.295,32.506,10.790,29.948,18.364,32.193,33.911,32.149,21.772,7.350,10612.166
2010-04-20,41.740,8.513,48.402,31.030,83.170,23.669,80.624,41.611,64.129,39.804,110.425,14.759,35.291,70.167,47.570,52.924,37.674,64.940,35.218,56.731,53.584,39.472,45.521,33.856,34.913,43.733,23.065,28.665,12.439,28.358,28.077,91.232,28.597,32.120,15.558,24.189,28.593,16.763,54.058,12.505,25.150,36.825,20.263,22.400,11.978,14.624,18.406,12.695,15.951,48.915,11.663,35.780,5.002,54.636,27.878,31.722,23.637,36.514,37.610,58.269,39.530,33.600,24.504,24.549,77.268,36.026,42.686,46.660,22.374,27.027,43.695,65.171,32.815,16.795,34.930,14.274,29.694,28.253,9.212,55.959,15.649,36.916,28.155,32.465,31.759,50.587,17.882,70.568,21.492,15.251,21.355,32.333,10.750,30.267,18.699,31.851,34.917,31.826,21.756,7.330,10612.234
2010-04-21,42.563,8.425,49.083,31.100,83.800,23.705,82.488,41.308,64.306,40.059,109.829,14.919,36.139,72.098,48.130,52.689,38.043,64.837,35.251,56.747,53.231,39.736,46.648,33.875,35.242,43.945,23.116,28.425,12.426,27.699,27.050,92.482,28.629,32.602,15.622,24.319,28.650,16.848,54.124,12.479,24.430,37.499,20.000,22.455,12.184,14.658,18.351,12.995,15.614,48.521,11.767,35.670,4.987,55.911,27.444,31.695,23.392,36.394,38.347,58.008,39.164,33.455,23.212,24.314,76.760,36.502,42.005,46.617,22.606,27.327,44.196,66.111,32.735,16.803,34.920,13.966,28.867,28.314,9.168,56.286,15.581,36.315,28.304,32.609,32.130,50.940,18.414,69.593,21.227,15.275,20.840,32.258,10.740,30.391,18.652,31.762,36.138,33.730,22.352,7.230,10612.298
2010-04-22,42.454,8.609,49.661,31.290,84.580,24.478,83.178,41.971,64.851,40.480,109.948,15.033,36.265,73.259,48.850,54.128,38.606,64.267,35.153,57.288,53.009,40.374,47.207,34.078,36.068,44.035,23.184,28.567,14.321,27.882,26.294,88.309,28.719,32.750,15.628,24.273,28.557,17.107,53.123,12.427,24.560,37.427,19.475,22.480,12.851,14.666,18.272,12.832,15.898,47.930,11.819,35.473,4.987,57.294,27.075,32.067,23.349,36.825,39.768,59.156,39.141,34.040,23.547,23.818,76.891,36.845,42.034,46.635,22.999,28.101,44.707,66.247,32.325,16.935,35.970,13.927,28.561,28.490,8.870,59.320,15.307,36.357,28.139,32.637,32.527,50.908,18.504,68.451,23.811,15.211,20.574,32.589,10.930,30.477,18.773,32.018,36.757,34.673,22.510,7.210,10612.365
2010-04-23,42.261,8.504,49.954,31.460,85.390,25.092,85.404,43.144,66.444,40.798,110.680,15.858,36.626,74.228,49.210,54.686,39.945,65.430,35.390,57.385,54.027,40.612,48.400,34.088,36.702,43.741,23.311,29.154,14.247,28.331,27.610,87.997,28.955,33.510,15.169,24.497,28.650,17.156,53.082,12.513,24.770,36.736,19.714,22.895,13.301,14.943,18.532,12.970,16.013,47.832,11.863,35.561,5.078,57.922,27.186,32.306,23.798,37.438,40.259,60.633,40.219,34.900,23.709,23.757,77.338,37.367,43.026,46.669,23.216,28.313,45.317,66.577,32.420,17.060,36.250,14.242,28.756,28.077,8.832,60.027,15.209,36.738,28.370,32.666,33.159,50.868,18.676,68.699,23.438,15.307,20.607,33.208,11.000,30.616,19.195,32.217,37.144,35.241,22.716,7.210,10612.433
2010-04-26,42.362,8.626,50.049,31.540,82.540,25.038,86.373,43.163,66.260,40.608,111.310,15.621,36.491,75.082,48.670,54.790,39.945,65.367,35.300,57.280,53.756,41.080,48.921,34.319,37.085,43.513,23.396,28.754,15.453,27.324,27.252,94.863,29.061,33.251,15.132,24.485,28.642,17.077,53.336,12.418,24.840,36.098,19.522,22.848,13.029,15.053,18.461,12.451,15.821,45.372,11.958,35.539,5.045,57.752,26.198,32.368,23.620,37.475,39.189,61.111,39.770,35.115,23.547,23.383,77.382,37.071,41.164,46.249,23.616,28.075,45.523,66.636,32.430,16.974,36.150,13.998,27.985,27.814,8.618,57.553,15.405,36.459,28.139,32.398,33.142,51.188,18.556,67.680,24.126,15.492,20.273,33.810,10.970,30.407,18.994,32.067,37.221,35.068,22.542,7.060,10612.501
2010-04-27,41.042,8.233,48.859,30.750,81.300,24.007,84.426,41.422,64.935,39.780,109.684,14.988,35.240,72.504,47.460,53.430,38.643,63.499,34.474,56.884,50.612,39.948,47.412,33.652,36.243,42.770,22.921,28.363,14.581,27.278,26.847,94.063,28.336,32.287,14.446,24.032,28.179,16.515,52.688,12.046,24.430,36.304,19.291,22.330,12.588,15.969,18.043,12.052,15.307,42.714,11.560,35.036,4.945,55.139,25.662,31.289,22.596,36.310,37.584,62.928,38.647,33.500,22.453,22.826,75.751,36.541,41.174,46.249,22.571,27.644,44.462,64.849,32.195,16.686,35.340,14.242,27.873,27.128,8.654,56.967,15.082,35.425,27.470,31.180,34.905,50.523,18.509,67.361,22.848,15.010,20.031,32.531,10.340,29.746,18.585,31.335,35.846,34.097,21.463,7.100,10612.569
2010-04-28,41.832,8.102,48.807,30.620,83.420,24.034,85.412,42.065,65.471,40.361,110.774,14.865,35.559,72.629,48.380,53.343,38.615,63.808,34.858,56.731,51.523,40.042,47.813,33.624,36.228,42.893,22.945,28.683,14.199,27.864,26.909,92.004,28.760,32.917,14.952,23.921,28.516,16.920,53.115,12.150,24.620,36.457,19.395,22.565,12.785,15.649,18.280,12.386,15.460,43.797,11.456,36.414,4.984,55.974,26.890,31.386,22.300,36.630,37.242,64.153,39.515,33.720,23.140,23.122,73.937,37.648,43.177,45.881,22.641,24.826,44.747,65.205,31.770,16.710,35.470,14.455,28.329,27.532,8.751,56.433,15.375,35.722,27.561,30.834,33.960,50.957,18.697,67.946,23.202,15.211,20.232,32.580,10.240,30.088,17.158,31.363,36.636,34.040,21.566,6.990,10612.637
2010-04-29,45.714,8.303,49.445,30.780,87.050,24.363,90.142,41.431,65.446,40.313,111.080,14.613,36.197,76.599,49.970,53.979,39.714,65.130,35.365,57.683,53.543,41.293,37.248,34.486,37.429,44.875,23.362,29.021,14.739,28.651,27.447,93.153,28.597,33.204,15.130,24.023,28.877,15.591,53.484,12.332,27.000,36.493,20.216,21.875,13.367,15.700,18.509,12.755,15.652,44.879,11.603,36.174,5.037,58.173,27.426,31.837,23.206,36.324,37.637,65.874,39.800,36.660,22.788,23.749,73.910,37.476,44.594,45.958,23.402,24.571,45.091,66.035,31.980,16.803,34.960,14.904,29.016,28.176,8.963,56.941,15.884,36.535,27.833,31.141,34.070,50.175,18.908,67.857,23.114,15.644,20.425,33.497,10.210,30.360,16.756,32.136,35.674,34.956,22.217,6.960,10612.709
2010-04-30,43.252,7.787,49.032,29.870,84.180,24.114,86.907,41.147,64.398,41.395,109.837,14.010,35.056,73.781,48.220,52.950,38.680,64.457,35.006,56.933,52.172,40.399,36.782,34.134,36.121,44.818,22.853,28.425,14.129,27.745,27.283,92.510,28.262,32.120,14.915,23.928,28.865,15.198,53.500,11.917,25.530,36.664,20.168,21.192,13.789,15.338,18.430,12.794,15.422,43.009,11.361,36.721,5.024,55.812,27.334,31.244,22.664,35.465,36.251,62.780,39.560,33.845,22.336,23.296,73.437,37.554,43.205,45.907,22.854,24.104,44.324,64.680,31.215,16.912,33.600,14.431,27.446,27.435,8.996,57.933,16.461,36.137,28.370,30.710,32.915,50.142,18.556,67.653,22.445,15.138,20.591,32.894,9.350,30.671,16.595,31.383,34.917,33.973,21.217,6.880,10612.777
2010-05-03,43.714,7.857,49.135,30.600,85.330,24.665,90.537,42.103,64.591,41.880,110.348,14.468,36.130,76.897,49.130,54.607,39.963,65.557,35.611,57.602,52.829,41.284,37.946,34.801,37.123,44.655,23.371,28.461,14.570,27.699,27.462,94.936,28.588,32.315,14.326,24.060,28.991,15.270,53.886,12.107,27.480,36.592,20.024,21.675,14.052,15.313,18.746,13.176,15.652,43.403,11.811,37.049,5.138,58.093,28.109,31.899,22.706,36.152,38.268,63.667,39.478,34.475,22.797,23.688,73.647,38.131,43.810,45.993,23.623,24.642,45.523,65.688,31.645,17.184,33.590,14.912,27.558,27.612,9.031,59.105,17.058,36.899,28.634,31.304,33.024,50.562,18.895,67.521,23.084,15.460,20.474,33.125,9.890,31.028,16.689,31.912,34.771,34.658,21.138,6.860,10612.849
2010-05-04,41.983,7.385,47.919,29.700,83.760,23.980,91.112,41.526,62.712,40.918,109.088,14.430,35.123,74.668,46.480,52.262,38.329,63.919,34.498,56.973,50.612,39.880,38.068,33.902,36.496,44.157,22.537,27.722,14.194,26.995,27.883,92.050,27.871,31.518,13.899,23.098,29.035,15.150,53.672,11.579,27.840,35.873,20.136,21.125,13.733,14.943,18.351,12.489,15.345,41.927,11.335,36.568,5.117,58.461,26.918,30.572,22.266,35.693,36.549,61.407,38.700,33.165,22.101,23.061,72.034,37.531,43.328,46.232,22.918,23.832,44.884,63.765,31.550,16.904,33.140,14.613,26.843,26.977,8.896,57.286,16.432,35.764,27.784,30.556,32.172,49.779,18.449,66.830,22.534,14.914,20.200,31.870,9.520,30.313,16.534,30.464,34.161,33.660,19.844,6.680,10612.917
2010-05-05,41.916,7.342,48.333,29.510,81.070,23.696,90.340,40.249,62.184,40.512,108.526,14.018,34.241,73.333,45.710,51.930,37.545,63.467,34.147,56.989,50.358,39.046,38.533,32.744,35.830,44.655,22.531,27.713,14.033,27.461,27.711,87.418,27.741,31.565,13.950,23.070,29.429,15.101,53.484,11.432,26.860,34.706,19.969,21.058,13.273,14.775,17.861,12.515,15.545,41.140,10.746,36.677,4.993,58.353,27.149,29.909,22.257,34.783,36.400,61.198,38.894,32.040,22.209,22.991,71.798,37.141,44.009,46.874,22.627,23.752,44.344,63.494,31.805,16.904,32.960,14.455,27.140,27.479,9.000,58.260,16.070,35.061,27.792,30.067,32.265,50.142,18.011,66.980,22.868,14.528,20.184,31.267,9.260,29.995,16.548,30.513,33.877,33.309,19.646,6.760,10612.981
2010-05-06,40.480,7.036,47.437,28.200,77.800,22.691,86.307,38.679,60.624,40.616,106.065,13.629,32.847,70.350,44.270,50.012,35.634,61.101,32.977,55.989,49.274,37.702,37.946,31.512,34.997,43.814,21.629,26.264,13.853,26.766,26.684,84.973,26.967,30.582,13.219,22.117,28.763,14.436,53.074,10.991,25.420,33.906,19.347,20.500,12.813,14.473,17.048,11.674,15.199,39.762,10.288,36.064,4.802,56.468,25.893,29.051,21.491,33.669,35.576,58.443,37.914,30.845,21.270,22.173,69.554,36.291,43.082,45.556,21.993,23.233,43.439,61.037,31.290,16.414,32.490,13.714,26.712,26.633,8.879,55.519,15.190,34.409,26.934,29.060,30.773,49.005,17.466,66.334,22.111,13.894,19.721,30.293,8.750,28.860,16.534,29.179,32.098,32.042,18.519,6.590,10613.028
2010-05-07,39.320,6.747,46.816,27.490,74.090,22.504,84.221,37.833,59.533,40.735,104.507,13.552,32.142,71.013,42.350,49.305,34.572,61.022,32.462,54.852,47.731,37.038,36.120,30.956,34.744,43.105,20.969,26.237,13.013,26.564,26.076,84.054,26.779,29.156,13.066,21.655,28.260,14.436,52.967,10.810,23.580,33.367,19.395,20.492,12.259,13.910,16.811,11.417,15.007,39.368,10.063,36.217,4.734,53.191,25.357,28.529,20.784,32.948,35.137,56.765,37.577,29.635,21.107,21.886,69.150,35.621,41.911,44.846,22.072,22.502,43.007,59.716,30.575,16.228,32.420,13.541,26.276,26.492,8.877,55.286,14.681,33.223,27.264,28.053,30.064,48.650,17.256,65.253,20.028,13.549,19.608,29.913,8.570,28.581,16.581,28.773,30.662,30.690,18.376,6.380,10613.083
2010-05-10,41.773,7.307,48.859,28.900,79.890,23.740,89.190,40.058,60.884,41.848,108.077,14.110,34.485,74.867,45.160,52.357,37.231,63.230,34.793,56.925,51.400,39.208,37.155,32.698,37.704,44.255,22.174,27.411,13.929,27.352,26.668,90.423,27.692,31.435,13.569,22.561,29.177,15.174,54.476,11.406,24.650,34.346,19.235,21.240,13.085,14.489,17.782,12.335,15.690,41.533,10.790,36.983,4.882,58.218,26.872,29.608,22.499,34.004,37.935,62.693,38.715,32.725,19.670,23.096,71.272,36.954,43.423,45.000,23.993,24.034,44.334,61.927,32.005,16.702,34.280,14.187,27.363,27.823,9.093,58.476,15.434,34.909,27.982,29.444,31.785,50.352,18.268,66.945,22.003,14.480,19.999,31.573,9.090,29.700,17.124,30.645,31.780,33.049,19.670,6.600,10613.151
2010-05-11,41.698,7.141,48.523,29.330,79.010,24.096,89.896,40.068,60.112,41.880,108.607,14.048,34.804,75.107,44.740,52.392,37.037,63.080,34.776,56.844,51.844,39.021,36.214,33.133,37.230,44.361,22.030,27.393,14.260,27.324,26.092,90.534,27.676,30.999,12.811,22.376,29.335,15.125,54.591,11.553,25.520,34.490,19.419,21.168,12.992,14.111,17.901,12.532,15.614,41.041,10.660,37.027,4.898,58.712,28.119,29.626,22.312,31.900,36.909,62.372,38.460,31.615,19.661,23.218,70.474,37.203,43.092,44.897,24.021,23.990,44.629,61.537,31.830,16.772,33.800,13.667,27.502,27.303,9.058,59.139,15.336,35.163,28.056,29.434,31.751,50.312,18.298,66.218,22.249,14.448,19.882,31.457,8.820,28.954,17.158,30.727,31.487,33.379,19.273,6.580,10613.219
2010-05-12,42.210,7.359,49.256,30.120,80.990,24.060,91.284,40.810,60.867,42.047,113.563,14.499,35.601,76.176,46.800,54.398,37.683,63.365,35.014,56.997,52.517,39.889,37.611,32.550,37.811,44.777,22.692,27.927,15.404,27.754,26.193,91.223,27.994,31.546,13.282,22.755,29.818,15.409,54.911,11.908,27.740,35.200,19.475,21.503,13.215,14.338,18.098,12.867,15.928,41.140,10.677,37.158,4.966,60.768,29.411,30.502,22.719,32.636,37.742,65.266,39.066,32.495,20.140,23.392,71.666,37.383,43.460,45.174,24.178,24.360,45.169,62.757,31.850,16.764,34.800,13.706,28.338,27.250,9.108,59.062,15.679,35.603,28.271,31.448,31.759,50.836,18.650,66.528,23.674,14.801,19.782,32.754,9.330,28.992,17.386,31.538,32.519,34.103,19.781,6.810,10613.287
2010-05-13,41.328,7.324,47.480,30.760,79.840,23.340,89.773,40.562,59.944,42.031,112.536,14.148,34.955,74.825,46.690,53.578,37.535,62.462,34.351,56.860,50.768,39.310,36.335,32.197,37.291,44.565,21.665,27.429,15.716,27.626,25.936,93.457,27.757,31.222,12.894,22.422,29.786,15.101,54.534,11.441,28.410,35.307,19.124,21.415,12.669,14.296,17.867,12.695,15.813,40.254,10.530,36.896,4.932,60.579,28.876,30.086,22.291,32.073,36.216,64.353,38.820,31.985,19.607,22.957,70.579,37.258,43.281,45.105,23.815,24.184,44.471,61.800,31.770,16.663,34.410,13.612,28.115,26.422,9.099,57.743,15.415,35.375,28.056,31.438,31.144,50.618,18.603,65.970,23.123,14.488,19.564,32.195,9.140,29.319,17.238,31.194,32.596,33.618,19.388,6.850,10613.355
2010-05-14,40.429,7.036,47.566,30.400,77.120,23.180,87.917,40.211,58.351,41.920,112.288,13.728,33.637,72.330,46.110,51.957,36.668,61.600,33.738,56.126,49.627,38.706,35.049,31.558,36.557,44.459,21.164,26.895,14.366,27.818,25.601,91.591,27.276,31.268,12.932,21.997,29.506,14.793,54.197,11.199,27.370,34.661,18.773,21.015,12.340,13.985,17.571,12.078,15.583,39.171,10.270,36.721,4.870,57.446,27.537,29.776,21.601,31.202,34.874,62.189,38.423,30.715,19.490,22.200,68.291,36.876,43.234,44.864,23.189,23.391,44.127,60.741,31.525,16.539,33.720,13.375,27.660,26.175,9.044,56.553,15.248,34.824,27.784,31.132,30.233,50.449,18.483,64.898,22.180,14.159,19.520,31.410,8.940,29.148,17.131,30.277,32.330,33.027,18.965,6.830,10613.422
2010-05-17,41.252,7.071,48.325,30.520,76.940,22.460,89.469,39.174,59.198,41.848,111.646,13.621,33.754,72.322,45.890,51.966,36.252,62.090,33.787,56.570,49.956,38.672,32.878,31.688,36.488,45.340,21.105,27.011,15.193,27.864,25.523,90.754,27.496,31.463,12.698,21.960,29.980,15.325,54.755,11.398,28.510,34.742,18.885,21.155,12.518,13.968,17.356,11.992,15.798,37.990,10.331,37.049,4.886,56.935,27.592,30.051,21.902,30.681,34.427,61.946,38.872,30.140,19.481,22.287,68.449,37.110,43.366,45.389,23.217,23.858,44.963,60.792,31.865,16.686,33.810,13.431,27.762,26.263,9.161,56.760,14.984,34.917,27.710,31.429,30.646,51.127,18.500,65.359,21.571,14.095,19.492,31.410,9.170,29.280,17.540,30.248,31.477,33.079,18.822,6.810,10613.490
2010-05-18,40.765,7.027,46.893,30.050,74.270,21.962,88.048,38.527,58.753,41.618,111.226,13.025,32.965,70.219,45.050,50.792,35.763,61.385,33.484,56.473,49.028,38.316,32.021,31.252,35.502,45.242,20.674,26.602,14.573,27.626,25.189,88.760,27.505,31.073,12.739,21.673,29.899,15.512,54.575,11.190,28.020,34.544,18.765,20.938,12.255,13.607,17.188,11.520,15.621,36.711,10.123,37.071,4.824,55.220,25.884,29.989,21.546,30.383,33.383,60.798,38.393,29.950,19.097,21.199,68.195,36.775,43.659,46.232,22.662,23.629,44.963,59.758,31.730,16.562,33.280,13.202,27.716,25.699,9.221,54.890,14.202,34.341,27.454,30.326,30.039,50.989,18.243,65.820,21.129,13.830,19.339,30.935,9.075,28.992,17.298,29.740,31.331,32.837,18.287,6.690,10613.563
2010-05-19,40.219,6.905,46.729,29.360,75.010,22.069,87.588,37.633,58.200,41.371,110.293,12.689,32.604,69.485,43.070,49.679,34.997,61.188,33.353,55.973,47.969,37.580,29.562,30.937,35.341,45.005,20.587,26.611,14.373,27.452,25.399,89.008,27.138,31.083,12.559,21.451,29.834,15.204,54.173,11.259,28.010,34.490,18.893,20.875,11.925,13.489,16.853,11.409,15.568,37.498,9.855,36.611,4.734,53.739,25.431,29.661,21.741,29.825,33.690,59.664,38.266,29.510,19.532,21.016,67.099,36.244,43.697,45.656,22.513,23.339,45.297,59.021,31.850,16.539,32.880,13.265,27.846,25.364,8.978,54.114,14.368,33.850,27.165,30.057,29.879,50.997,17.801,65.315,20.706,13.854,19.295,30.718,8.960,28.783,17.325,28.823,30.668,32.314,17.960,6.700,10613.635
2010-05-20,38.463,6.625,45.648,28.260,71.290,21.073,83.219,35.855,55.365,39.884,105.962,12.292,31.747,67.650,40.790,45.701,32.633,58.791,32.266,54.570,44.817,35.806,28.472,29.640,33.788,43.855,19.781,26.104,13.570,26.509,24.776,84.808,26.217,30.166,11.877,20.674,29.011,14.473,52.384,10.974,27.200,33.592,18.399,20.223,11.427,13.002,15.464,10.731,14.861,35.726,9.371,35.457,4.562,50.507,24.203,28.379,20.928,28.089,32.681,55.508,36.949,27.705,19.260,20.198,65.109,35.161,41.901,44.158,21.353,21.860,48.147,56.158,30.665,16.025,31.740,12.658,26.982,24.368,8.874,52.192,13.918,32.308,26.207,29.117,28.428,49.699,17.479,63.472,19.075,13.052,18.707,29.792,8.740,28.060,16.608,27.684,28.766,30.938,17.354,6.340,10613.707
2010-05-21,38.799,6.791,47.006,29.220,72.890,21.517,86.274,36.473,56.145,40.234,107.349,12.483,32.268,70.111,42.060,46.832,33.409,59.494,32.176,54.731,46.287,36.046,31.127,30.456,35.165,44.116,19.908,26.308,14.210,26.271,24.947,84.716,26.404,30.416,12.164,20.501,29.092,14.865,52.155,11.000,27.140,33.394,18.295,20.782,11.540,13.363,15.711,11.314,15.207,36.907,9.535,35.523,4.580,53.703,24.923,28.812,21.428,28.443,33.435,57.398,37.705,29.500,19.996,20.868,67.590,35.387,42.251,44.218,22.086,22.335,48.619,57.133,30.640,16.072,32.180,12.902,26.694,24.518,8.817,54.097,14.260,32.494,26.174,29.271,28.765,49.892,17.410,63.330,20.215,13.180,18.892,30.117,8.930,28.176,16.742,28.393,29.721,31.531,17.769,6.240,10613.779
2010-05-24,38.186,6.878,46.954,29.220,70.040,21.499,84.476,35.360,55.331,40.003,106.519,12.323,32.528,68.201,40.800,46.280,32.892,58.663,32.028,54.570,45.080,35.849,30.037,30.094,34.492,44.018,19.832,26.104,14.517,26.390,24.807,84.109,26.095,30.017,12.041,20.609,29.031,14.642,51.942,10.862,27.390,33.358,18.319,20.320,11.351,13.094,15.440,10.782,14.930,37.203,9.492,35.457,4.543,51.324,23.455,28.485,20.949,27.740,32.979,55.969,37.054,28.765,19.206,20.529,66.599,34.974,42.345,43.900,21.730,22.512,48.697,55.870,30.215,15.924,31.630,12.658,26.555,23.945,8.815,52.201,14.573,31.961,26.133,29.261,28.631,49.529,17.380,63.189,19.871,12.851,19.142,29.533,8.790,27.990,16.561,28.290,28.869,32.109,17.346,6.250,10613.851
